"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 09 07:22:43 CEST 2023","Wed Aug 09 07:22:52 CEST 2023","9377","","Demo Tests","","","","STARK Test Automation Case",""
